NumeroControl,NombreCompleto,Promedio
2117v2932,Ali  Martinez,42
2117v2933,Emilio  Ontiveros,97
2117v2934,Uriel Hernandez,42
2117v2935,Emilio  Vite,44
2117v2936,Ali  Mede ,57
2117v2937,Pedro  Martinez,90
2117v2938,Emilio  de la cuz ,75
2117v2939,Laura Matias,63
2117v2940,Said  Bautista,49
2117v2941,Said  Sanchez,27
2117v2942,Maria Bautista,47
2117v2943,Maria Ontiveros,81
2117v2944,Emilio  Sanchez,89
2117v2945,Emilio  Vite,47
2117v2946,Laura Sanchez,8
2117v2947,Flor  Hernandez,71
2117v2948,Pedro  Vite,38
2117v2949,Emilio  Hernandez,100
2117v2950,Maria de la cuz ,69
2117v2951,Pedro  Martinez,18
2117v2952,Uriel Ontiveros,18
2117v2953,Flor  Hernandez,39
2117v2954,Pedro  Vite,36
2117v2955,Pedro  Bautista,63
2117v2956,Uriel Ontiveros,71
2117v2957,Abelardo  Hernandez,28
2117v2958,Pedro  Ontiveros,1
2117v2959,Uriel Ontiveros,45
2117v2960,Juan  Mede ,74
2117v2961,Said  Santos,86
2117v2962,Flor  Vite,31
2117v2963,Pedro  Ontiveros,78
2117v2964,Abelardo  Bautista,45
2117v2965,Abelardo  Ontiveros,6
2117v2966,Pedro  Matias,24
2117v2967,Pedro  Sanchez,15
2117v2968,Ali  Martinez,7
2117v2969,Uriel Santos,9
2117v2970,Pedro  Bautista,50
2117v2971,Emilio  Ontiveros,24
2117v2972,Emilio  Ontiveros,80
2117v2973,Abelardo  Hernandez,46
2117v2974,Pedro  de la cuz ,42
2117v2975,Maria Bautista,14
2117v2976,Pedro  Santos,54
2117v2977,Flor  Santos,37
2117v2978,Pedro  Hernandez,52
2117v2979,Pedro  Martinez,16
2117v2980,Said  Santos,25
2117v2981,Flor  de la cuz ,38
2117v2982,Uriel Bautista,26
2117v2983,Said  de la cuz ,57
2117v2984,Laura Hernandez,94
2117v2985,Pedro  Vite,42
2117v2986,Emilio  Martinez,29
2117v2987,Emilio  Hernandez,85
2117v2988,Emilio  Matias,2
2117v2989,Uriel Vite,70
2117v2990,Pedro  Martinez,87
2117v2991,Uriel de la cuz ,12
2117v2992,Abelardo  de la cuz ,92
2117v2993,Emilio  de la cuz ,38
2117v2994,Flor  Mede ,80
2117v2995,Ali  Martinez,9
2117v2996,Juan  Martinez,6
2117v2997,Flor  de la cuz ,52
2117v2998,Pedro  Bautista,98
2117v2999,Juan  de la cuz ,12
2117v3000,Uriel Mede ,58
2117v3001,Said  Martinez,89
2117v3002,Emilio  Hernandez,51
2117v3003,Juan  Sanchez,76
2117v3004,Said  Hernandez,34
2117v3005,Maria Martinez,3
2117v3006,Maria Hernandez,91
2117v3007,Uriel de la cuz ,16
2117v3008,Laura Ontiveros,55
2117v3009,Laura Matias,66
2117v3010,Laura Santos,15
2117v3011,Said  Vite,29
2117v3012,Said  Mede ,67
2117v3013,Maria Bautista,54
2117v3014,Ali  Vite,29
2117v3015,Uriel Ontiveros,56
2117v3016,Laura Martinez,83
2117v3017,Flor  Matias,54
2117v3018,Juan  de la cuz ,72
2117v3019,Ali  Hernandez,81
2117v3020,Flor  Bautista,99
2117v3021,Said  Hernandez,53
2117v3022,Maria Bautista,45
2117v3023,Emilio  Hernandez,2
2117v3024,Ali  Mede ,93
2117v3025,Said  Bautista,95
2117v3026,Uriel Vite,95
2117v3027,Emilio  Santos,66
2117v3028,Pedro  Santos,40
2117v3029,Maria Martinez,8
2117v3030,Said  Sanchez,61
2117v3031,Juan  Martinez,3
2117v3032,Flor  Santos,82
2117v3033,Flor  Sanchez,35
2117v3034,Ali  Sanchez,68
2117v3035,Pedro  de la cuz ,32
2117v3036,Juan  Hernandez,66
2117v3037,Uriel Mede ,80
2117v3038,Pedro  Vite,77
2117v3039,Said  Ontiveros,22
2117v3040,Juan  Sanchez,66
2117v3041,Abelardo  Ontiveros,100
2117v3042,Laura Sanchez,34
2117v3043,Said  Martinez,74
2117v3044,Said  Vite,92
2117v3045,Said  Ontiveros,56
2117v3046,Uriel Bautista,75
2117v3047,Said  Vite,40
2117v3048,Abelardo  Matias,5
2117v3049,Maria Martinez,65
2117v3050,Pedro  Mede ,22
2117v3051,Abelardo  Vite,18
2117v3052,Uriel Ontiveros,93
2117v3053,Pedro  Bautista,70
2117v3054,Pedro  Mede ,56
2117v3055,Laura Bautista,57
2117v3056,Laura Mede ,9
2117v3057,Maria Bautista,60
2117v3058,Pedro  Vite,30
2117v3059,Pedro  de la cuz ,1
2117v3060,Uriel Bautista,4
2117v3061,Uriel Santos,22
2117v3062,Abelardo  Mede ,97
2117v3063,Abelardo  Ontiveros,28
2117v3064,Laura Hernandez,60
2117v3065,Uriel Matias,90
2117v3066,Ali  Vite,29
2117v3067,Uriel de la cuz ,37
2117v3068,Maria Martinez,42
2117v3069,Juan  Sanchez,11
2117v3070,Emilio  Martinez,32
2117v3071,Abelardo  Santos,68
2117v3072,Ali  Sanchez,21
2117v3073,Maria Ontiveros,72
2117v3074,Flor  Vite,82
2117v3075,Emilio  de la cuz ,62
2117v3076,Emilio  Vite,10
2117v3077,Juan  Santos,6
2117v3078,Pedro  Hernandez,15
2117v3079,Ali  Martinez,99
2117v3080,Ali  Martinez,80
2117v3081,Emilio  Mede ,50
2117v3082,Emilio  Hernandez,80
2117v3083,Said  de la cuz ,76
2117v3084,Maria Sanchez,8
2117v3085,Flor  de la cuz ,19
2117v3086,Pedro  Sanchez,39
2117v3087,Laura de la cuz ,76
2117v3088,Ali  Sanchez,79
2117v3089,Uriel Bautista,38
2117v3090,Juan  Sanchez,8
2117v3091,Laura Sanchez,47
2117v3092,Abelardo  Santos,56
2117v3093,Maria de la cuz ,60
2117v3094,Laura de la cuz ,39
2117v3095,Maria Vite,44
2117v3096,Said  Vite,64
2117v3097,Flor  Vite,33
2117v3098,Flor  de la cuz ,84
2117v3099,Juan  Hernandez,82
2117v3100,Abelardo  Santos,12
2117v3101,Uriel Sanchez,51
2117v3102,Laura Sanchez,11
2117v3103,Pedro  Bautista,69
2117v3104,Ali  de la cuz ,40
2117v3105,Maria Matias,89
2117v3106,Ali  Santos,14
2117v3107,Laura Mede ,56
2117v3108,Pedro  Martinez,98
2117v3109,Ali  Ontiveros,82
2117v3110,Uriel Bautista,23
2117v3111,Juan  Mede ,97
2117v3112,Laura Matias,65
2117v3113,Said  Santos,99
2117v3114,Flor  Matias,38
2117v3115,Juan  Mede ,12
2117v3116,Abelardo  Hernandez,18
2117v3117,Ali  Martinez,73
2117v3118,Flor  de la cuz ,81
2117v3119,Pedro  Bautista,52
2117v3120,Abelardo  Vite,53
2117v3121,Said  Hernandez,69
2117v3122,Ali  Sanchez,31
2117v3123,Flor  Bautista,62
2117v3124,Juan  Sanchez,51
2117v3125,Emilio  Hernandez,53
2117v3126,Said  Martinez,52
2117v3127,Uriel Martinez,90
2117v3128,Laura Hernandez,51
2117v3129,Juan  Vite,74
2117v3130,Uriel Santos,66
2117v3131,Emilio  Martinez,34
2117v3132,Laura Matias,30
2117v3133,Said  Mede ,70
2117v3134,Laura Santos,78
2117v3135,Flor  Bautista,98
2117v3136,Emilio  Matias,39
2117v3137,Pedro  Hernandez,89
2117v3138,Maria Bautista,73
2117v3139,Uriel Matias,86
2117v3140,Emilio  Sanchez,63
2117v3141,Flor  de la cuz ,30
2117v3142,Laura Matias,97
2117v3143,Flor  Martinez,87
2117v3144,Pedro  Sanchez,54
2117v3145,Juan  Sanchez,21
2117v3146,Laura Hernandez,76
2117v3147,Said  Sanchez,11
2117v3148,Ali  Martinez,93
2117v3149,Pedro  Mede ,45
2117v3150,Said  Santos,95
2117v3151,Flor  Mede ,9
2117v3152,Pedro  Matias,50
2117v3153,Juan  de la cuz ,76
2117v3154,Ali  Vite,51
2117v3155,Maria Bautista,100
2117v3156,Uriel Vite,76
2117v3157,Said  Vite,46
2117v3158,Laura Sanchez,44
2117v3159,Said  Bautista,80
2117v3160,Emilio  Matias,69
2117v3161,Uriel de la cuz ,73
2117v3162,Maria Sanchez,69
2117v3163,Juan  Sanchez,97
2117v3164,Laura de la cuz ,33
2117v3165,Said  Mede ,51
2117v3166,Abelardo  Santos,68
2117v3167,Laura Ontiveros,35
2117v3168,Abelardo  Sanchez,22
2117v3169,Flor  Ontiveros,25
2117v3170,Maria Mede ,82
2117v3171,Uriel de la cuz ,64
2117v3172,Flor  de la cuz ,62
2117v3173,Pedro  Hernandez,88
2117v3174,Flor  Mede ,71
2117v3175,Said  Vite,46
2117v3176,Said  Sanchez,45
2117v3177,Pedro  de la cuz ,63
2117v3178,Maria Mede ,44
2117v3179,Said  Sanchez,68
2117v3180,Maria Sanchez,93
2117v3181,Juan  Ontiveros,88
2117v3182,Laura Martinez,79
2117v3183,Juan  Mede ,70
2117v3184,Said  Hernandez,86
2117v3185,Pedro  Bautista,8
2117v3186,Ali  Hernandez,51
2117v3187,Pedro  Hernandez,52
2117v3188,Said  Ontiveros,59
2117v3189,Emilio  Matias,24
2117v3190,Maria Mede ,21
2117v3191,Said  de la cuz ,37
2117v3192,Said  Santos,100
2117v3193,Ali  Matias,70
2117v3194,Said  Sanchez,66
2117v3195,Maria Bautista,47
2117v3196,Ali  de la cuz ,21
2117v3197,Laura Mede ,12
2117v3198,Flor  Matias,32
2117v3199,Uriel Vite,48
2117v3200,Laura Matias,90
2117v3201,Ali  de la cuz ,97
2117v3202,Ali  Ontiveros,12
2117v3203,Emilio  Sanchez,27
2117v3204,Flor  Ontiveros,38
2117v3205,Flor  Vite,82
2117v3206,Abelardo  Matias,60
2117v3207,Said  Martinez,34
2117v3208,Said  Vite,47
2117v3209,Juan  de la cuz ,69
2117v3210,Flor  Santos,77
2117v3211,Ali  Santos,66
2117v3212,Said  Vite,53
2117v3213,Juan  Martinez,71
2117v3214,Said  Vite,8
2117v3215,Juan  Matias,48
2117v3216,Said  Vite,46
2117v3217,Juan  Matias,45
2117v3218,Ali  Ontiveros,57
2117v3219,Maria Matias,71
2117v3220,Maria Martinez,17
2117v3221,Juan  de la cuz ,99
2117v3222,Laura Mede ,30
2117v3223,Ali  Ontiveros,73
2117v3224,Flor  de la cuz ,95
2117v3225,Flor  Mede ,10
2117v3226,Ali  Hernandez,48
2117v3227,Said  Vite,59
2117v3228,Flor  Santos,33
2117v3229,Juan  Vite,87
2117v3230,Ali  Vite,74
2117v3231,Maria Bautista,70
2117v3232,Said  Ontiveros,92
2117v3233,Flor  Hernandez,40
2117v3234,Abelardo  Matias,63
2117v3235,Laura Bautista,81
2117v3236,Pedro  Mede ,75
2117v3237,Emilio  Santos,49
2117v3238,Ali  Martinez,33
2117v3239,Pedro  de la cuz ,70
2117v3240,Abelardo  Bautista,8
2117v3241,Uriel Hernandez,34
2117v3242,Said  Mede ,95
2117v3243,Emilio  Mede ,86
2117v3244,Ali  Hernandez,85
2117v3245,Pedro  Bautista,92
2117v3246,Pedro  Matias,70
2117v3247,Emilio  Matias,99
2117v3248,Uriel Matias,78
2117v3249,Said  de la cuz ,2
2117v3250,Juan  Matias,3
2117v3251,Laura Ontiveros,36
2117v3252,Abelardo  Hernandez,37
2117v3253,Flor  Santos,74
2117v3254,Flor  Sanchez,32
2117v3255,Said  de la cuz ,2
2117v3256,Abelardo  Hernandez,29
2117v3257,Uriel Matias,55
2117v3258,Laura Matias,58
2117v3259,Emilio  Vite,80
2117v3260,Pedro  Ontiveros,58
2117v3261,Juan  Santos,22
2117v3262,Ali  Mede ,11
2117v3263,Abelardo  Ontiveros,79
2117v3264,Abelardo  Martinez,85
2117v3265,Uriel Ontiveros,86
2117v3266,Maria Vite,15
2117v3267,Emilio  Mede ,26
2117v3268,Maria Ontiveros,40
2117v3269,Laura Bautista,13
2117v3270,Laura de la cuz ,93
2117v3271,Pedro  Santos,31
2117v3272,Abelardo  Bautista,81
2117v3273,Maria Bautista,89
2117v3274,Laura Hernandez,83
2117v3275,Laura Vite,1
2117v3276,Maria Mede ,97
2117v3277,Maria Mede ,99
2117v3278,Pedro  Bautista,60
2117v3279,Uriel Ontiveros,93
2117v3280,Uriel Ontiveros,20
2117v3281,Maria Hernandez,71
2117v3282,Said  Ontiveros,95
2117v3283,Laura Mede ,3
2117v3284,Uriel Ontiveros,53
2117v3285,Maria Martinez,15
2117v3286,Abelardo  Santos,35
2117v3287,Juan  Martinez,53
2117v3288,Emilio  Mede ,37
2117v3289,Juan  Hernandez,44
2117v3290,Maria Ontiveros,43
2117v3291,Ali  Santos,10
2117v3292,Laura Santos,83
2117v3293,Uriel Sanchez,49
2117v3294,Said  Vite,55
2117v3295,Laura Santos,87
2117v3296,Juan  Sanchez,90
2117v3297,Laura Mede ,78
2117v3298,Maria Vite,48
2117v3299,Said  de la cuz ,7
2117v3300,Laura Sanchez,43
2117v3301,Abelardo  Vite,77
2117v3302,Abelardo  Mede ,47
2117v3303,Maria Matias,91
2117v3304,Ali  Sanchez,46
2117v3305,Emilio  Bautista,6
2117v3306,Abelardo  Ontiveros,62
2117v3307,Uriel Mede ,73
2117v3308,Abelardo  Martinez,21
2117v3309,Pedro  Ontiveros,38
2117v3310,Uriel Matias,9
2117v3311,Laura Hernandez,94
2117v3312,Abelardo  Sanchez,47
2117v3313,Abelardo  Matias,94
2117v3314,Maria Bautista,77
2117v3315,Maria Vite,18
2117v3316,Ali  Mede ,65
2117v3317,Laura Vite,21
2117v3318,Abelardo  Ontiveros,21
2117v3319,Laura Vite,86
2117v3320,Juan  Mede ,87
2117v3321,Juan  Hernandez,81
2117v3322,Laura Hernandez,37
2117v3323,Pedro  de la cuz ,57
2117v3324,Maria Ontiveros,25
2117v3325,Pedro  Hernandez,64
2117v3326,Maria Martinez,92
2117v3327,Juan  Matias,3
2117v3328,Ali  Bautista,8
2117v3329,Flor  Sanchez,41
2117v3330,Juan  Bautista,97
2117v3331,Ali  Vite,62
2117v3332,Pedro  Sanchez,61
2117v3333,Said  Santos,73
2117v3334,Flor  de la cuz ,92
2117v3335,Said  Vite,46
2117v3336,Said  Bautista,5
2117v3337,Juan  Sanchez,70
2117v3338,Uriel Bautista,60
2117v3339,Abelardo  Mede ,9
2117v3340,Ali  Santos,17
2117v3341,Ali  de la cuz ,24
2117v3342,Abelardo  de la cuz ,85
2117v3343,Emilio  Santos,64
2117v3344,Emilio  Ontiveros,36
2117v3345,Ali  Mede ,14
2117v3346,Abelardo  Matias,76
2117v3347,Said  Matias,31
2117v3348,Pedro  Hernandez,46
2117v3349,Flor  Santos,64
2117v3350,Said  Bautista,7
2117v3351,Ali  Vite,39
2117v3352,Flor  Vite,76
2117v3353,Ali  Vite,54
2117v3354,Flor  Matias,56
2117v3355,Abelardo  de la cuz ,31
2117v3356,Maria de la cuz ,44
2117v3357,Flor  Santos,28
2117v3358,Juan  Ontiveros,56
2117v3359,Pedro  Matias,28
2117v3360,Pedro  Santos,86
2117v3361,Juan  Matias,1
2117v3362,Said  Bautista,45
2117v3363,Flor  Martinez,82
2117v3364,Flor  Matias,44
2117v3365,Abelardo  Hernandez,35
2117v3366,Said  de la cuz ,84
2117v3367,Abelardo  de la cuz ,82
2117v3368,Maria Matias,87
2117v3369,Flor  Hernandez,50
2117v3370,Flor  Vite,99
2117v3371,Laura Santos,91
2117v3372,Abelardo  Sanchez,17
2117v3373,Maria Santos,10
2117v3374,Laura Martinez,1
2117v3375,Uriel Martinez,50
2117v3376,Maria Hernandez,2
2117v3377,Emilio  Matias,17
2117v3378,Maria Vite,48
2117v3379,Said  de la cuz ,40
2117v3380,Juan  Ontiveros,77
2117v3381,Juan  Bautista,48
2117v3382,Pedro  Hernandez,79
2117v3383,Pedro  de la cuz ,11
2117v3384,Uriel Mede ,18
2117v3385,Ali  Hernandez,61
2117v3386,Pedro  Mede ,84
2117v3387,Said  Mede ,55
2117v3388,Ali  de la cuz ,54
2117v3389,Pedro  Hernandez,76
2117v3390,Maria Martinez,26
2117v3391,Flor  de la cuz ,30
2117v3392,Juan  de la cuz ,52
2117v3393,Laura Martinez,33
2117v3394,Uriel de la cuz ,17
2117v3395,Ali  Ontiveros,88
2117v3396,Juan  Ontiveros,1
2117v3397,Maria Sanchez,21
2117v3398,Laura Martinez,41
2117v3399,Laura Santos,49
2117v3400,Emilio  Hernandez,33
2117v3401,Said  de la cuz ,33
2117v3402,Laura Hernandez,55
2117v3403,Maria Hernandez,46
2117v3404,Emilio  Matias,25
2117v3405,Said  Matias,13
2117v3406,Uriel Bautista,14
2117v3407,Ali  Vite,64
2117v3408,Maria Vite,72
2117v3409,Juan  Hernandez,71
2117v3410,Said  de la cuz ,12
2117v3411,Emilio  Vite,11
2117v3412,Juan  Ontiveros,30
2117v3413,Laura Mede ,89
2117v3414,Juan  Sanchez,90
2117v3415,Flor  Santos,3
2117v3416,Laura Vite,81
2117v3417,Flor  Hernandez,85
2117v3418,Laura Bautista,84
2117v3419,Juan  de la cuz ,12
2117v3420,Juan  Hernandez,61
2117v3421,Said  Santos,72
2117v3422,Said  Ontiveros,48
2117v3423,Ali  Hernandez,74
2117v3424,Maria Ontiveros,57
2117v3425,Flor  Hernandez,86
2117v3426,Laura Hernandez,92
2117v3427,Juan  Ontiveros,76
2117v3428,Flor  Mede ,14
2117v3429,Maria Hernandez,63
2117v3430,Said  Bautista,8
2117v3431,Juan  Sanchez,89
2117v3432,Ali  Santos,36
2117v3433,Juan  Martinez,43
2117v3434,Abelardo  Ontiveros,13
2117v3435,Flor  Mede ,79
2117v3436,Juan  de la cuz ,14
2117v3437,Laura Mede ,74
2117v3438,Juan  Mede ,16
2117v3439,Juan  Sanchez,80
2117v3440,Abelardo  Martinez,28
2117v3441,Pedro  Mede ,88
2117v3442,Maria Matias,73
2117v3443,Juan  Bautista,67
2117v3444,Maria Bautista,57
2117v3445,Abelardo  Martinez,34
2117v3446,Emilio  Vite,70
2117v3447,Pedro  Sanchez,32
2117v3448,Pedro  Ontiveros,52
2117v3449,Pedro  Santos,50
2117v3450,Flor  Vite,98
2117v3451,Ali  Vite,31
2117v3452,Juan  Ontiveros,84
2117v3453,Ali  Santos,47
2117v3454,Laura Hernandez,24
2117v3455,Abelardo  Bautista,2
2117v3456,Pedro  de la cuz ,18
2117v3457,Uriel Santos,36
2117v3458,Pedro  de la cuz ,19
2117v3459,Flor  Martinez,95
2117v3460,Juan  Sanchez,12
2117v3461,Maria Santos,82
2117v3462,Uriel Vite,3
2117v3463,Abelardo  de la cuz ,41
2117v3464,Abelardo  Ontiveros,88
2117v3465,Flor  Ontiveros,90
2117v3466,Maria Vite,24
2117v3467,Juan  Bautista,3
2117v3468,Said  de la cuz ,22
2117v3469,Uriel Santos,26
2117v3470,Pedro  Santos,82
2117v3471,Maria Martinez,58
2117v3472,Said  Martinez,77
2117v3473,Ali  Bautista,60
2117v3474,Pedro  Ontiveros,48
2117v3475,Pedro  de la cuz ,36
2117v3476,Ali  Vite,66
2117v3477,Juan  de la cuz ,77
2117v3478,Pedro  de la cuz ,67
2117v3479,Said  Hernandez,42
2117v3480,Said  Santos,35
2117v3481,Pedro  Mede ,1
2117v3482,Flor  Martinez,47
2117v3483,Flor  Mede ,87
2117v3484,Juan  Mede ,37
2117v3485,Said  Sanchez,65
2117v3486,Uriel Bautista,87
2117v3487,Said  Sanchez,67
2117v3488,Abelardo  Sanchez,22
2117v3489,Pedro  Vite,10
2117v3490,Pedro  Matias,47
2117v3491,Maria Mede ,9
2117v3492,Laura Martinez,43
2117v3493,Emilio  Hernandez,20
2117v3494,Pedro  Sanchez,17
2117v3495,Juan  Matias,2
2117v3496,Emilio  de la cuz ,90
2117v3497,Flor  Bautista,73
2117v3498,Ali  Martinez,86
2117v3499,Ali  Matias,78
2117v3500,Said  Santos,88
2117v3501,Pedro  Matias,33
2117v3502,Said  Sanchez,52
2117v3503,Emilio  Mede ,72
2117v3504,Pedro  Matias,79
2117v3505,Flor  Matias,48
2117v3506,Pedro  Santos,64
2117v3507,Emilio  Vite,10
2117v3508,Maria Bautista,66
2117v3509,Said  Sanchez,64
2117v3510,Emilio  Martinez,2
2117v3511,Maria Vite,61
2117v3512,Pedro  Martinez,59
2117v3513,Flor  Mede ,98
2117v3514,Uriel Matias,37
2117v3515,Emilio  Ontiveros,58
2117v3516,Laura Santos,45
2117v3517,Abelardo  Matias,42
2117v3518,Uriel Sanchez,31
2117v3519,Ali  Bautista,26
2117v3520,Maria Sanchez,28
2117v3521,Juan  Sanchez,40
2117v3522,Emilio  Vite,95
2117v3523,Pedro  Bautista,85
2117v3524,Maria Martinez,43
2117v3525,Laura Ontiveros,83
2117v3526,Flor  de la cuz ,10
2117v3527,Pedro  Matias,23
2117v3528,Said  Matias,87
2117v3529,Said  Bautista,36
2117v3530,Said  Sanchez,45
2117v3531,Abelardo  Mede ,58
2117v3532,Emilio  de la cuz ,47
2117v3533,Pedro  Vite,83
2117v3534,Emilio  Martinez,75
2117v3535,Ali  Santos,100
2117v3536,Flor  Santos,10
2117v3537,Abelardo  Bautista,93
2117v3538,Flor  Santos,74
2117v3539,Flor  Santos,28
2117v3540,Pedro  Matias,91
2117v3541,Emilio  Mede ,31
2117v3542,Ali  Matias,67
2117v3543,Pedro  Bautista,13
2117v3544,Juan  Martinez,29
2117v3545,Said  Hernandez,54
2117v3546,Uriel Santos,96
2117v3547,Maria Mede ,72
2117v3548,Uriel Bautista,36
2117v3549,Ali  Bautista,95
2117v3550,Maria Sanchez,91
2117v3551,Ali  Martinez,35
2117v3552,Emilio  Martinez,85
2117v3553,Emilio  Santos,3
2117v3554,Laura Bautista,20
2117v3555,Uriel Bautista,32
2117v3556,Flor  Sanchez,53
2117v3557,Emilio  Sanchez,66
2117v3558,Uriel Martinez,72
2117v3559,Juan  Mede ,14
2117v3560,Abelardo  de la cuz ,30
2117v3561,Said  Vite,31
2117v3562,Juan  Ontiveros,59
2117v3563,Uriel Sanchez,92
2117v3564,Juan  de la cuz ,26
2117v3565,Juan  Martinez,17
2117v3566,Abelardo  Santos,40
2117v3567,Uriel Bautista,17
2117v3568,Abelardo  Matias,86
2117v3569,Laura Hernandez,48
2117v3570,Uriel Ontiveros,94
2117v3571,Flor  de la cuz ,68
2117v3572,Uriel Martinez,96
2117v3573,Emilio  Martinez,66
2117v3574,Maria Martinez,26
2117v3575,Said  Martinez,54
2117v3576,Laura Matias,16
2117v3577,Laura Ontiveros,96
2117v3578,Abelardo  Santos,66
2117v3579,Maria Mede ,15
2117v3580,Said  Santos,20
2117v3581,Abelardo  Santos,78
2117v3582,Juan  Santos,81
2117v3583,Laura Hernandez,50
2117v3584,Ali  Bautista,63
2117v3585,Pedro  de la cuz ,53
2117v3586,Juan  Santos,87
2117v3587,Abelardo  Vite,14
2117v3588,Uriel Martinez,32
2117v3589,Laura Hernandez,45
2117v3590,Ali  Mede ,72
2117v3591,Pedro  Santos,7
2117v3592,Flor  Sanchez,42
2117v3593,Laura Hernandez,56
2117v3594,Uriel de la cuz ,89
2117v3595,Pedro  Martinez,7
2117v3596,Pedro  Vite,37
2117v3597,Maria de la cuz ,40
2117v3598,Flor  Hernandez,38
2117v3599,Abelardo  de la cuz ,67
2117v3600,Uriel Ontiveros,29
2117v3601,Flor  Vite,26
2117v3602,Emilio  Sanchez,7
2117v3603,Ali  de la cuz ,20
2117v3604,Ali  Mede ,12
2117v3605,Uriel Vite,59
2117v3606,Laura de la cuz ,26
2117v3607,Uriel Sanchez,22
2117v3608,Ali  de la cuz ,89
2117v3609,Uriel Martinez,32
2117v3610,Flor  Sanchez,66
2117v3611,Emilio  Bautista,45
2117v3612,Emilio  Mede ,1
2117v3613,Ali  Bautista,15
2117v3614,Ali  Vite,14
2117v3615,Juan  Sanchez,97
2117v3616,Said  Hernandez,60
2117v3617,Emilio  Matias,20
2117v3618,Maria Martinez,44
2117v3619,Ali  Vite,68
2117v3620,Uriel Hernandez,17
2117v3621,Uriel Hernandez,67
2117v3622,Said  Matias,91
2117v3623,Laura Martinez,10
2117v3624,Abelardo  Vite,61
2117v3625,Maria Ontiveros,44
2117v3626,Uriel de la cuz ,31
2117v3627,Emilio  Vite,48
2117v3628,Abelardo  Matias,53
2117v3629,Emilio  Bautista,36
2117v3630,Said  Bautista,71
2117v3631,Uriel Santos,70
2117v3632,Abelardo  Ontiveros,30
2117v3633,Abelardo  de la cuz ,58
2117v3634,Abelardo  Mede ,32
2117v3635,Ali  de la cuz ,86
2117v3636,Ali  de la cuz ,14
2117v3637,Pedro  Vite,88
2117v3638,Ali  Martinez,95
2117v3639,Maria Santos,69
2117v3640,Abelardo  Vite,18
2117v3641,Laura Hernandez,33
2117v3642,Pedro  Santos,54
2117v3643,Ali  Matias,86
2117v3644,Maria de la cuz ,11
2117v3645,Uriel Bautista,95
2117v3646,Ali  Sanchez,24
2117v3647,Laura Mede ,20
2117v3648,Juan  Ontiveros,53
2117v3649,Abelardo  de la cuz ,21
2117v3650,Emilio  Bautista,36
2117v3651,Flor  Hernandez,45
2117v3652,Maria Sanchez,51
2117v3653,Juan  Martinez,80
2117v3654,Pedro  Bautista,67
2117v3655,Uriel Vite,32
2117v3656,Flor  Martinez,44
2117v3657,Maria de la cuz ,58
2117v3658,Maria Matias,59
2117v3659,Flor  Vite,80
2117v3660,Laura Matias,49
2117v3661,Abelardo  Mede ,95
2117v3662,Pedro  Matias,48
2117v3663,Emilio  Sanchez,100
2117v3664,Flor  Hernandez,18
2117v3665,Abelardo  Sanchez,53
2117v3666,Emilio  Sanchez,26
2117v3667,Maria Martinez,62
2117v3668,Flor  Vite,18
2117v3669,Laura de la cuz ,18
2117v3670,Emilio  Hernandez,35
2117v3671,Maria Hernandez,80
2117v3672,Maria Hernandez,35
2117v3673,Juan  Sanchez,61
2117v3674,Juan  Martinez,28
2117v3675,Ali  Mede ,17
2117v3676,Abelardo  Ontiveros,84
2117v3677,Maria Martinez,62
2117v3678,Laura Hernandez,18
2117v3679,Flor  Ontiveros,14
2117v3680,Flor  Sanchez,28
2117v3681,Uriel Ontiveros,21
2117v3682,Maria de la cuz ,20
2117v3683,Said  Bautista,31
2117v3684,Emilio  Santos,36
2117v3685,Said  Mede ,41
2117v3686,Emilio  Hernandez,53
2117v3687,Maria Sanchez,61
2117v3688,Maria Vite,12
2117v3689,Said  de la cuz ,34
2117v3690,Flor  Matias,6
2117v3691,Juan  Hernandez,63
2117v3692,Ali  Sanchez,83
2117v3693,Maria Matias,85
2117v3694,Maria Santos,48
2117v3695,Laura Vite,87
